Table;C;R;U;D;Program
AASPS;;;x;;IGIRC
AASPS;;;x;;ICDCI
AASPS;;x;;;GP-152-CHGMNTLOG
AASPS;;;x;;DIIRC
AASPS;;;x;;IULDRDSIR
AASPS;;x;;;IAMTC
AASPS;;x;x;;AUFCMJAN
AASPS;;;x;;LCI7C
AASPS;;;x;;ILDAYMVTLD
AASPS;;x;;;DAEQ1
AASPS;;;x;;GI-060-RTR-ADETS
AASPS;;;x;;LPI3M
AASPS;;;x;;CSC1M
AASPS;;;x;;DUZEROBAL
AASPS;;;x;;GUSTARTUP
AASPS;;;x;;LPI2M
AASPS;;;x;;AUEURACC
AASPS;;x;x;;IUDLYACCAB
AASPS;;;x;;CFIIC
AASPS;;;x;;LPI1M
AASPS;;;x;;ILDAYMVTFR
AASPS;;;x;;DST1M
AASPS;;x;;;GR-001ROCLOGIC
AASPS;;;x;;DULDCUSPBO
AASPS;;;x;;AIBRM
AASPS;;;x;;BISSX
AASPS;;;x;;DUZEROBA2
AASPS;;;x;;DUZEROBA3
AASPS;;x;;;DULDSWCMI
AASPS;;;x;;IFCTC
AASPS;;x;;;GP-147GET-CFACS
AASPS;;;x;;CUDLYSHRTR
AASPS;;x;;;ILNCUDTPOS
AASPS;x;x;x;;AEGAC
AASPS;;;x;;DST2M
AASPS;;;x;;BISSA
AASPS;;;x;;ALBSH187
AASPS;;x;;;RMGCNVODRF
AASPS;;;x;;ANOSC
AASPS;;;x;;AUCNVLCCYS
AASPS;;;x;;ATADM
AASPS;;x;;;LOJDCNDO
AASPS;;x;;;GP-071COND
AASPS;;;x;;DPBDC
AASPS;;x;;;IUAUDTBL
AASPS;;;x;;ILIRFTRA
AASPS;;x;;;GP-025-AMODEPOSIT
AASPS;;;x;;ARPPM
AASPS;;;x;;IRSTM
AASPS;;;x;;GCNVM
AASPS;;x;;;UPDDCNDO
AASPS;;;x;;XUGEXBAL
AASPS;;;x;;IRSSC
AASPS;;;x;;LUUPDACCOF
AASPS;;;x;;DUCALCSTD
AASPS;x;;x;;GUCRESUB
ABA1L;;x;x;;IUFLSHN
ABA1L;x;x;x;;ABA2C
ABA1L;x;;;;ABA1S
ABA1L;;x;;;LLDLLRDS
ABA1L;;x;;;ALDLLABA1S
ABA1L;;x;;;CLLISABA1S
ABA1L;x;;;;AUBA1DEL
ABA1L;;x;;;AULOCDET
ABA1L;;x;;;ALDLL372NY
ABA1L;;x;;x;ALBA1AUT
ABA1S;;x;;;CLCALLDEP
ABA1S;;x;;;ILFWDCONAL
ABA1S;;x;;;IUCRECNF
ABA1S;;x;x;;IUFLSHN
ABA1S;;x;;;IMLD5
ABA1S;;x;;;ABA14
ABA1S;;x;;;ABA15
ABA1S;;x;;;DULDCLEAGE
ABA1S;;x;x;;ABA2C
ABA1S;;x;x;;ABA1S
ABA1S;;x;;;ILINVSEL
ABA1S;;x;;;LLDLLRDS
ABA1S;;x;;;ALDLLCBRGE
ABA1S;;x;;;DPMT5
ABA1S;;x;;;IIPI1
ABA1S;;x;;;IIPH5
ABA1S;;x;;;IGFRC
ABA1S;;x;;;ALDLLWBF
ABA1S;;x;;;IULDRDSFR
ABA1S;;x;;;GPAPM
ABA1S;;x;;;IULOADLDTR
ABA1S;;x;;;DLSWF103
ABA1S;;x;;;ILPRINTCNF
ABA1S;;x;;;ILIRSDEATK
ABA1S;;x;;;IGFXC
ABA1S;;x;;;ILCOMWARFR
ABA1S;;x;;;ILCOMWARFX
ABA1S;;x;;;RUCHQPUR
ABA1S;;x;;;CI-INC-PAYM-CHECK
ABA1S;;x;;;ALBA1S
ABA1S;;x;;;IPTIC
ABA1S;;x;;;IPTI1
ABA1S;;x;;;GP-078FILL-PMTDAT
ABA1S;;x;;;DCTRM
ABA1S;;x;;;DUDLLENEPT
ABA1S;;x;;;AUBKELIS
ABA1S;;x;;;CLPRIBASLN
ABA1S;;x;;;ALDLLABA1S
ABA1S;;x;;;LCTPS
ABA1S;;x;;;IPTDC
ABA1S;;x;;;IULDIRSTR
ABA1S;;x;;;DULDCLEARG
ABA1S;;x;;;DULDCLEARN
ABA1S;;x;;;ILCOMWARLD
ABA1S;;x;;;II-003FINDCTPNUM
ABA1S;;x;;;ISIR1
ABA1S;;x;;;DULDCLEAPC
ABA1S;;x;;;CUCONFIRM
ABA1S;;x;;;ILCOMWARIR
ABA1S;;x;;;DULDCLEALP
ABA1S;;x;;;DULDCLEALG
ABA1S;;x;;;DULDCLEALC
ABA1S;;x;;;MIDDC
ABA1S;;x;;;DLDLLCLENL
ABA1S;;x;;;DPTH5
ABA1S;;x;;;CUCRSWCM2
ABA1S;;x;;;ILXDWAR
ABA1S;;x;;;ALDLLMVT
ABA1S;;x;;;IGOPC
ABA1S;;x;;;II-011FINDCTPNUMS
ABA1S;;x;;;DPTL5
ABA1S;;x;;;ILDEALTICK
ABA1S;;x;;;IMCO5
ABA1S;;x;;;CSHOA
ABA1S;;x;;;DUAUTHBAT
ABA1S;;x;;;ILMKGDBBMB
ABA1S;;x;;;ILPRCNFNP
ABA1S;;x;;;IUFUTIRS
ABA1S;;x;x;;DUFLBAT
ABA1S;;x;;;DCDIC
ABA1S;;x;;;IBTI5
ABA1S;;x;;;MIO3C
ABA1S;;x;;;IBTF5
ABA1S;;x;;;MIO1C
ABA1S;;x;;;CP-001CTPINBACINA
ABA1S;;x;;;AP-003ABA1-EXIST
ABA1S;;x;;;IULDWSIRS
ABA1S;;x;;;ILLDOUTCU
ABA1S;;x;;;DUINVXBRR2
ABA1S;;x;;;XUCREPAYM
ABA1S;;x;;;II-008PAYMENTFILL
ABA1S;;x;;;DUINVXBRRU
ABA1S;;x;;;DUINVXBRRT
ABA1S;;x;;;AUBKEGEN
ABA1S;;x;;;GI-IXFRC3
ABA1S;;x;;;GI-IXFRC1
ABA1S;;x;;;ILFXTRANSA
ABA1S;;x;;;ALAUBKETAB
ABA1S;;x;;;ALROOTBKT
ABA1S;x;;;;GUCRESUB2
ABA1S;;x;;;ILLDCONAL
ABA1S;;x;;;ISFX1
ABA1S;;x;;;IMIR5
ABA1S;;x;;;RCHDS
ABA1S;;x;;;CLLISABA1S
ABA1S;;x;;;ILDLLCSS12
ABA1S;;x;;;ILJUSRAEOM
ABA1S;;x;;;CI-OUT-PAYM-INQ
ABA1S;;x;;;DBATM
ABA1S;;x;;;AGEXS
ABA1S;;x;;;DICD1
ABA1S;;x;;;LCBNM
ABA1S;;x;;;LCBIM
ABA1S;;x;;;LULDCUSDUB
ABA1S;;x;;;AUSTMLOJ
ABA1S;;x;;;ALBOE052
ABA1S;;x;;;ILPRPMTSTA
ABA1S;;x;;;CMHI5
ABA1S;;x;;;CMHIA
ABA1S;;x;;;GI-IXIRC3
ABA1S;;x;;;GI-IXIRC1
ABA1S;;x;;;ILSTPMTINS
ABA1S;;x;;;DLSELPMT
ABA1S;;x;;;IIOP5
ABA1S;;x;;;RLCHQCOL
ABA1S;;x;;;IMSP5
ABA1S;;x;;;ILIRSTRA
ABA1S;;x;;;IMSPD
ABA1S;;x;;;IMSPM
ABA1S;;x;;;RCHQ5
ABA1S;;x;;;RCHQ4
ABA1S;;x;;;RCHQC
ABA1S;;x;;;RCHQS
ABA1S;;x;;;RCHR1
ABA1S;;x;;;DCBIC
ABA1S;;x;;;GP-110-ACCLUD
ABA1S;;x;;;ILDOCTINV
ABA1S;;x;;;IULOADFRTR
ABA1S;;x;;;IUSELDAYCN
ABA1S;;x;;;CLCOMWAR
ABA1S;;x;;;MICDA
ABA1S;;x;;;IUPAYLOAD
ABA1S;;x;;;XLRUBLIST
ABA1S;;x;;;IUFILIIPH5
ABA1S;;x;;;DDDCM
ABA1S;;x;;x;WPLOGDEL
ABA1S;;x;;;DLTRXDWH
ABA1S;;x;;;CLDLYMVT
ABA1S;;x;;;GI-IXLDC1
ABA1S;;x;;;GI-IXLDC3
ABA1S;;x;;;ILPRCNFSTA
ABA1S;;x;;;DULDDDCRGB
ABA1S;;x;;;IIFXS
ABA1S;;x;;;ALAUBKEBKT
ABA1S;;x;;;IILDA
ABA1S;;x;;;DULDCCLMVT
ABA1S;;x;;;GI-IXOPC3
ABA1S;;x;;;GI-IXOPC1
ABA1S;;x;x;;AP-010OFLREP
ABA1S;;x;;;ICON5
ABA1S;;x;;x;AUBA1DEL
ABA1S;;x;;;ILFRTRANSA
ABA1S;;x;;;DUINVXBR
ABA1S;;x;;;ILDEALPMAT
ABA1S;;x;;;CI-INC-PAYM-INQ
ABA1S;;x;;;LCI1C
ABA1S;;x;;;DUCHQREQP
ABA1S;;x;;;LCI3C
ABA1S;;x;;;DUCALCOSTS
ABA1S;;x;;;IPFXC
ABA1S;;x;;;MII3C
ABA1S;;x;;;MII1C
ABA1S;;x;;;GI-IXFXC3
ABA1S;;x;;;GI-IXFXC1
ABA1S;;x;x;;ABKTS
ABA1S;;x;;;II-009-FILL-IIPH5
ABA1S;;x;;;MUPMNTSIN
ABA1S;;x;;;ILPAYINADV
ABA1S;;x;;;CLLSTWAR
ABA1S;;x;;;ILLDOUTTER
ABA1S;;x;;;ALDLSUMVT
ABA1S;x;x;x;x;LSLUTIL
ABA1S;;x;;;ALCHARGES
ABA1S;;x;;;IGLDC
ABA1S;;x;;;ILCNFIRS
ABA1S;;x;;;RUCHQCLRMV
ABA1S;;x;;;IULOADFXTR
ABA1S;;x;;;ANEUM
ABA1S;;x;;;IUCRSWPM2
ABA1S;;x;;;IUNETCOPM
ABA1S;;x;;;ICPIC
ABA1S;;x;;;XLSUMROT2
ABA1S;;x;;;CI-OUT-PAYM-CHECK
ABA1S;;x;;;XLSUMROOT
ABA1S;;x;;;IUFILLSAV1
ABA1S;;x;;;DIOUC
ABA1S;;x;;;LCP1C
ABA1S;;x;;;ALUNUSEDRL
ABA1S;;x;;;LCP3C
ABA1S;;x;;;ILLDBTSTRA
ABA1S;;x;;;DSI1M
ABA1S;;x;;;IIFR5
ABA1S;;x;;;GP-028DCS
ABA1S;;x;;;RCOC4
ABA1S;;x;;;RCOC5
ABA1S;;x;;;RCOCC
ABA1S;;x;;;RCOCS
ABA1S;;x;;;ILFXDEALTK
ABA1S;;x;;;DULDRCEPT
ABA1S;;x;;;ILCNFFRA
ABA1S;;x;;;CCMHA
ABA1S;;x;;;DLSELPMTTR
ABA1S;;x;;;CCMH5
ABA1S;;x;;;CCMH4
ABA1S;;x;;;ILFXDEALIN
ABA1S;;x;;;MUPMNTPRT
ABA1S;;x;;;IUSELCONPM
ABA1S;;x;;;CCME5
ABA1S;;x;;;CFINA
ABA1S;;x;;;ILFXDLTICK
ABA1S;;x;;;CLCMCONAL
ABA1S;;x;;;ILDOCTCOM
ABA1S;;x;;;RLCHQCLRSE
ABA1S;;x;x;;ILCNFLDFX
ABA1S;;x;;;AUSTMPRC
ABA1S;;x;;;AROTM
ABA1S;;x;;;MUPMNTACC
ABA1S;;x;;;IOPTS
ABA1S;;x;;;CMTI5
ABA1S;;x;;;ILFWDOUTVA
ABA1S;;x;;;ILLSTWARIR
ABA1S;;x;;;DLDLLPBOS
ABA1S;;x;;;ILLSTWARLD
ABA1S;;x;;;ALDLL372NY
ABA1S;;x;;;ILLISTESP
ABA1S;;x;;;IIIR5
ABA1S;;x;;;DLSELPMTHS
ABA1S;;x;;;DCNBC
ABA1S;;x;;;IP-001CTPINBACINB
ABA1S;;x;;;ILPRPMTNOS
ABA1S;;x;;;DCNDS
ABA1S;;x;;;RLCHQCLRBA
ABA1S;;x;;;ICNPC
ABA1S;;x;;;AUBKEGENRT
ABA1S;;x;;;AUBKEGENRV
ABA1S;;x;;;DLPMTTRS
ABA1S;;x;;;ALACCJUS8
ABA1S;;x;;;ISLD1
ABA1S;;x;;;ILLDTRANSA
ABA1S;;x;;;ILCNFOPT
ABA1S;;x;;;CMTL5
ABA1S;;x;;;CMTL4
ABA1S;;x;;;LPIIM
ABA1S;;x;;;CUSELPAYM
ABA1S;;x;;;IULDRDSOP
ABA1S;;x;;;IGIRC
ABA1S;;x;;;IPAPC
ABA1S;;x;;;IULDRDSIR
ABA1S;;x;;;IAMTC
ABA1S;;x;;;IMFX5
ABA1S;;x;;;ALACCLST
ABA1S;;x;;;LPI2M
ABA1S;;x;;;DST1M
ABA1S;;x;;;DULDCUSPBO
ABA1S;;x;;;AIBRM
ABA1S;;x;;;IFCTC
ABA1S;;x;;;IMFR5
ABA1S;;x;;;IMOP5
ABA1S;;x;;;DPBDC
ABA1S;;x;;;CLPERSONNL
ABASL;x;;;;ABASS
ABASL;;;;x;ALLBRAUT
ABASS;x;x;;x;AULDBIL
ABASS;;x;;;ABAS1
ABASS;;x;;;ABAS5
ABASS;;x;;;ABAS4
ABASS;;x;;;ABASS
ABASS;;x;;;ARBRM
ABASS;x;x;x;;GUCRESUB3
ABASS;x;x;;x;AUSAVTAB
ABASS;;x;;;ALBASS
ABASS;;x;;;AULOCDET
ABASS;x;x;;;AULOCDUP
ABASS;x;x;;x;LSLUTIL
ABASS;;x;;;ALGRS
ABASS;x;x;;x;AULOCRES
ABASS;;x;;;AUBASS
ABCLL;x;;;;ABCLM
ABCLL;x;;;;AURGRPOS4
ABCLO;;x;;;ALRGRPOS2
ABCLO;x;x;x;;ABCLM
ABCLO;x;x;x;;AURGRPOS2
ABCLO;x;x;x;;AURGRPOS4
ABKTL;x;;;;ABKTS
ABKTL;x;;;;AAISC
ABKTS;;x;;;AUBKELIS
ABKTS;;x;;;ALHKM001
ABKTS;;x;x;;ZBKT5
ABKTS;;x;;;AUBKEGEN
ABKTS;;x;;;ALAUBKETAB
ABKTS;;x;;;ALROOTBKT
ABKTS;x;;x;;GUCRESUB2
ABKTS;x;x;;x;AULDACGTAB
ABKTS;;x;;;ALCBI001
ABKTS;;x;;;ALBDP001
ABKTS;;x;x;;WPABKTSGVC
ABKTS;;x;;;AUNTUDEL
ABKTS;;x;;;ALAUBKEBKT
ABKTS;;x;;;ALUIC001
ABKTS;;x;;;AUBA1DEL
ABKTS;;x;x;;ALDLLBOS
ABKTS;;x;;;ABKTA
ABKTS;;x;x;;ABKTC
ABKTS;;x;x;;ABKT5
ABKTS;;x;x;;ABKTS
ABKTS;;x;;;AUBKEAIS
ABKTS;x;x;x;x;LSLUTIL
ABKTS;x;x;x;x;AAISC
ABKTS;;x;;;AAIS5
ABKTS;;x;;;ALLZB001
ABKTS;;x;;;DLDLLPBOS
ABKTS;;x;;;BLDLYFWD
ABKTS;;x;x;;AUBKEGENRT
ABKTS;;x;x;;AUBKEGENRV
ABKTS;;x;;;ALACCJUS1
ABKTS;;x;;;ATRTS
ABKTS;;x;x;;AUTKACGTAB
ABUDL;x;;;;ABUDS
ABUDL;;;;x;ALLBRAUT
ABUDS;;x;;;ABUDS
ABUDS;;x;;;ALGRS
ACLOG;;;x;x;GP-ACLOG-WRITE
ACLOG;x;;;x;GUCHGACLOG
ACLOG;x;;;;GUCRESUB
ACVRO;x;x;;x;AUNEWEMU
ACVRO;x;;;;GUCRESUB2
ACVRO;;x;;;GP-036-GEXCTV
ACVRO;;x;;;AUSTMLOJ
ACVRO;;x;;;ILCTMMM
ACVRO;;x;;;AUSHFBAL
ACVRO;;x;;;ALCUSBAL
ACVRO;;x;;;AURGRPOS2
ACVRO;;x;;;AURGRPOS4
ACVRO;;x;;;GLEURDEALS
ACVRO;;x;;;GP-036-XCOUNTVALY
ACVRO;;x;;;GP-036-XCOUNTVAL3
ACVRO;;x;;;AUSTMPRC
ACVRO;;x;;;CUFEECAL
ACVRO;x;x;x;x;ACVRM
ADEIO;;x;;;AREIC
ADEIO;;x;;;AREIF
ADEIO;;x;;;ACHIC
ADEIO;;x;;;ACHIF
ADEIO;;x;;;AINIC
ADEIO;;x;;;ADEI5
ADEIO;x;x;x;;ADEIC
ADEIO;;x;x;;ADEIF
ADEIO;;x;;;ALACPINT
ADEIO;;x;;;AC2IC
ADEIO;;x;;x;AUPURACPI
ADETL;x;;;;AUEOYPOSE
ADETL;;x;;;LLDLLRDS
ADETL;x;x;x;;AREIC
ADETL;x;;;;AREIF
ADETL;;x;x;x;ALDETAUT
ADETL;x;;;;ACHIF
ADETL;x;x;x;;ARETC
ADETL;x;;;;HGLOADMDC
ADETL;x;x;x;;ACHAC
ADETL;x;x;x;;ACH2C
ADETL;x;;;;AUBKEGEN
ADETL;x;;;;AUPRRTAUEN
ADETL;x;;;;ADEIF
ADETL;;x;;;DLDLLNMUT
ADETL;x;;;;ATECC
ADETL;x;;;;ADETS
ADETL;x;;;;AULOADMDC
ADETL;;x;;;AULOCDET
ADETL;x;x;;x;LOJBMG
ADETL;x;;;;ACNVC
ADETL;x;;;;AUACRRPR02
ADETL;;x;;;IUMAKERIS
ADETL;x;;;;AUBKEGENRT
ADETL;x;;;;AUBKEGENRV
ADETL;x;;;;AUFCMJAN
ADETL;;x;;;ALACCLST
ADETL;x;;;;DULDCUSPBO
ADETL;x;;;;ANOSC
ADETS;;x;;;LLSTOCK1
ADETS;x;x;x;;AUEOYPOSE
ADETS;;x;;;ILAUDIT
ADETS;;x;;;ALDLLCBRAT
ADETS;;x;;;ALMARCOV
ADETS;;x;;;DULDCLEAGE
ADETS;;x;x;;ABA1S
ADETS;;x;;;GP-149-CHK-ACC
ADETS;;x;;;LLDLLRDS
ADETS;;x;;;AUSPADEL
ADETS;;x;;;ALDLLCBRGE
ADETS;;x;x;;GP-069-RESERVE2
ADETS;;x;x;x;WPUPDADETS
ADETS;;x;;;ALDLLXNPVB
ADETS;;x;;;ILAUDFFTTM
ADETS;;x;;;DULDCLEAAT
ADETS;;x;;;ALDLLADETS
ADETS;;x;;;ALDLLOFA
ADETS;;x;;;MLPTACC
ADETS;;x;;;DUPMTVAL
ADETS;;x;;;CLDLLORM
ADETS;;x;x;;DUACCBLK
ADETS;;x;;;GP-116-CHKSWREL
ADETS;;x;;;DSV1M
ADETS;;x;;;ALDLLWBF
ADETS;;x;;;IULDRDSFR
ADETS;;x;;;ADBA1
ADETS;;x;;;IULOADLDTR
ADETS;;x;;;ADBA2
ADETS;;x;;;DLDLLGPIT
ADETS;;x;;;ALCONDCUST
ADETS;;x;;;RUCHQPUR
ADETS;;x;;;CUCONFIFS
ADETS;;x;;;ALLSTADETS
ADETS;;x;x;;AREIC
ADETS;;x;x;;AREIF
ADETS;;x;;;MOC1F
ADETS;;x;;;DLCFATF7AD
ADETS;;x;;;MOC1C
ADETS;;x;;;AUCHACAL
ADETS;;x;;;DCTRM
ADETS;;x;;;AUBKELIS
ADETS;;x;;;CUCONFIF2
ADETS;;x;;;AUCHASTD
ADETS;;x;;;ALDLLATLAS
ADETS;;x;;;BLGFIDL
ADETS;;x;;;GP-127-REPO
ADETS;;x;;;ARES1
ADETS;;x;;;IULDIRSTR
ADETS;;x;;;ARES4
ADETS;;x;;;CLCPACCT
ADETS;;x;;;DULDCLEARG
ADETS;;x;;;DULDCLEARN
ADETS;;x;;;ALDLLTOTB
ADETS;;x;;;AUFOLSET0
ADETS;;x;;;GP-048-MTPLHIS
ADETS;;x;x;;ALHKM001
ADETS;;x;;;DULDCLEAPC
ADETS;;x;;;ACHIC
ADETS;;x;x;;ACHIF
ADETS;;x;;;ALMVTREPIT
ADETS;;x;;;ILNOSDTFUT
ADETS;;x;;;DULDCLEALC
ADETS;;x;;;MIDDC
ADETS;;x;x;;ARETC
ADETS;;x;;;ARESS
ADETS;;x;;;ALBSHXLS
ADETS;;x;;;ASPIF
ADETS;;x;;;CP-001-PMTCHK
ADETS;;x;;;CFFEM
ADETS;;x;;;DLLSTDDC
ADETS;;x;;;ISSLC
ADETS;;x;;;DULDSWIFT
ADETS;;x;x;;AUSTMCCR
ADETS;;x;x;;WPIRCE
ADETS;;x;;;CUCRSWCM2
ADETS;;x;;;ALDLLMVT
ADETS;x;x;x;;AUCLSNOS
ADETS;x;x;x;;HGLOADMDC
ADETS;;x;;;DLDLLCLEGE
ADETS;;x;;;DSLVM
ADETS;;x;;;AUACRRPR
ADETS;;x;;;XGMCS
ADETS;;x;;;XGMCM
ADETS;;x;x;;ASPAM
ADETS;;x;x;;ACHAC
ADETS;;x;;;ALDLREPFFT
ADETS;;x;x;;AUBKEFOLRT
ADETS;;x;;;AUMVTCLN
ADETS;;x;;;DLREPIT4
ADETS;;x;;;ALRGRPOS3
ADETS;;x;;;ALRGRPOS2
ADETS;;x;;;WPDLLADETS
ADETS;;x;;;ALADBAL
ADETS;;x;;;AINIC
ADETS;;x;;;AINIF
ADETS;;x;x;;AJSTC
ADETS;;x;;;IUFUTIRS
ADETS;;x;;;AJST5
ADETS;;x;x;;DUFLBAT
ADETS;;x;;;DCDIC
ADETS;;x;;;CLCPACC
ADETS;;x;;;GP-080-CUSTCHK
ADETS;;x;x;;AUDRMACC
ADETS;;x;;x;WPDELCTP
ADETS;;x;;;DLPRINTSTD
ADETS;;x;;;ALDETBSH
ADETS;;x;;;ALDETBSC
ADETS;;x;;;MIO3C
ADETS;;x;;;AUSTMKOC
ADETS;;x;;;DUS101ING
ADETS;;x;x;;ACH2C
ADETS;;x;;;CP-001CTPINBACINA
ADETS;;x;;;ALOVDETS
ADETS;;x;;;ALESPBSH
ADETS;x;x;x;x;TOBACCO
ADETS;;x;;;BLASWSUM
ADETS;;x;;;DLDLLCLESP
ADETS;;x;;;ILAUDITFFT
ADETS;;x;;;XULOADMISC
ADETS;;x;;;AINT1
ADETS;;x;;;IULDWSIRS
ADETS;;x;;;AINT5
ADETS;;x;;;ERICREP
ADETS;;x;;;AINTS
ADETS;;x;x;;AUDACBAL
ADETS;;x;x;;DUINVXBRR2
ADETS;;x;;;XUCREPAYM
ADETS;;x;;;ALCPLBAL
ADETS;;x;;;DULD8007NE
ADETS;;x;;;LUCBNRIS
ADETS;;x;;;II-008PAYMENTFILL
ADETS;;x;x;;DUINVXBRRU
ADETS;;x;x;;DUINVXBRRT
ADETS;;x;;;GP-072-BAL-CHECKT
ADETS;;x;;;GP-072-BAL-CHECKC
ADETS;;x;;;GP-072-BAL-CHECKN
ADETS;;x;;;ALBSH500
ADETS;;x;;;DLDLLINTIT
ADETS;;x;;;DPEIM
ADETS;;x;x;;GP-081-CHQ-ADETS
ADETS;x;x;x;;AUBKEGEN
ADETS;;x;x;;AMDCM
ADETS;;x;;;DLHISTPC
ADETS;;x;;;ALTLLCNV
ADETS;;x;x;;TOSYNSUB
ADETS;;x;x;;APBOM
ADETS;;x;;;DRVPM
ADETS;;x;;;GP-145-CALC-CHRG
ADETS;;x;;;CLPRIBNK
ADETS;;x;;;AMVTM
ADETS;;x;;;AMVT5
ADETS;;x;;;AMVT6
ADETS;;x;;;AMVT9
ADETS;;x;;;DECHM
ADETS;;x;;;MIC1F
ADETS;;x;;;IUMKSWCN2
ADETS;;x;;;MIC1C
ADETS;;x;;;APBO5
ADETS;;x;;;DPERM
ADETS;;x;x;;TOADETFAC
ADETS;;x;;;DULDDTAZV2
ADETS;;x;;;LBRAS
ADETS;;x;;;ALNOSFXPOS
ADETS;;x;;;AUEURPOL2
ADETS;x;x;x;;AUEURPOL1
ADETS;;x;;;AUEURPOL0
ADETS;;x;x;;AUEURPOL3
ADETS;;x;;;ALDETHOF
ADETS;;x;;x;AUCLNADETS
ADETS;x;x;;;AUPRRTAUEN
ADETS;;x;x;;RCHDS
ADETS;;x;;;DULDSCANGB
ADETS;;x;;;ILDLLCSS12
ADETS;;x;x;x;WPUPDBAL
ADETS;x;x;x;x;LSLUTIL2
ADETS;;x;x;;GUFFTFIX
ADETS;;x;;;BLUSADL
ADETS;;x;;;ALDLLCPCA
ADETS;;x;x;;ASPIM
ADETS;;x;;;DICD1
ADETS;;x;x;;ALCBI001
ADETS;;x;;;ALDLCBITMV
ADETS;x;x;x;x;TOCMIACCO
ADETS;;x;x;;ALBDP001
ADETS;;x;;;ALGENINTCD
ADETS;;x;;;CLPRIBNK2
ADETS;;x;;;CLPRIBNK3
ADETS;;x;;;CSHAA
ADETS;;x;x;;AUSTMLOJ
ADETS;;x;;;AUXNPINT
ADETS;;x;;;DIOGC
ADETS;;x;;;ALBOE052
ADETS;;x;;;DLBALCHECK
ADETS;;x;;;CMHIA
ADETS;;x;;;DIOEC
ADETS;;x;x;;ALBMBHOF
ADETS;;x;;;CMHIC
ADETS;;x;;;DLCUSMVTPT
ADETS;;x;;;GLEASYSERV
ADETS;;x;;;ALDLLACCR
ADETS;;x;;;ALBSH600
ADETS;;x;;;AUCRADV
ADETS;;x;;;CLCMOUTIN2
ADETS;x;x;x;;TOBARACCO1
ADETS;;x;;;ADEIC
ADETS;x;x;x;;ADEIF
ADETS;;x;x;;AUTLLWP
ADETS;;x;;;ALDLCBITAC
ADETS;;x;;;DLDLLNMUT
ADETS;;x;;;ALSIHINT
ADETS;;x;;;IABA1
ADETS;;x;;;ALBSHHOF
ADETS;;x;;;RCHQ5
ADETS;;x;;;RCHQ4
ADETS;;x;x;;GP-069-RESERVE
ADETS;;x;;;IUIPUSWF
ADETS;;x;;;ALDLLBALBV
ADETS;;x;;;CUDLYSECTR
ADETS;;x;;;LOJVBAL
ADETS;;x;;;RCHQC
ADETS;;x;;;RCHQS
ADETS;;x;;;IUNOSVALMT
ADETS;;x;;;DCBIC
ADETS;;x;;;RCHSC
ADETS;;x;;;DLDLLNSTRO
ADETS;;x;;;GP-110-ACCLUD
ADETS;;x;;;ILDOCTINV
ADETS;;x;x;;DUFLCHO
ADETS;;x;;;IULOADFRTR
ADETS;;x;;;DLACCDWH
ADETS;;x;;;DUDLLAEB47
ADETS;;x;;;ALDETPOL
ADETS;;x;;;IUBOEB7SEL
ADETS;;x;;;DLAMBASBAL
ADETS;;x;;;DIDEC
ADETS;;x;;;ILNOSDTRPO
ADETS;;x;;;MICDA
ADETS;;x;x;;ATEC1
ADETS;x;x;x;;ATECC
ADETS;;x;;;BLACJUSPOR
ADETS;;x;;;XGPAS
ADETS;;x;x;;ADETS
ADETS;;x;;;XLSUPBAL
ADETS;;x;;;DLHISTPCNL
ADETS;;x;;;AUPLINIT
ADETS;;x;;;ADET5
ADETS;;x;;;ADET4
ADETS;;x;;;ADET1
ADETS;;x;;;IUPAYLOAD
ADETS;;x;;;AUNTUDEL
ADETS;x;x;;x;DULDCUSTM
ADETS;;x;;;DLDLLACRIT
ADETS;;x;x;;AUSTMTLL
ADETS;;x;;;DDDCM
ADETS;x;x;x;;TODACCO
ADETS;x;x;x;;AULOADMDC
ADETS;;x;;;DUFISET
ADETS;;x;;;ALRGRPOS
ADETS;;x;;;DMSTM
ADETS;;x;;;DULDDDCRGB
ADETS;;x;;;ALPORBSH
ADETS;;x;;;DUPMT202
ADETS;;x;;;LLALPHA1
ADETS;;x;;;ILNOSDTBND
ADETS;;x;;;GP-116-CHKSWREL-2
ADETS;;x;;;DULDCCLMVT
ADETS;;x;;;CLOUTBLEBD
ADETS;;x;;;ILCTMMM
ADETS;;x;;;AHVB6
ADETS;;x;;;AHVB5
ADETS;;x;;;AHVB4
ADETS;;x;;;DLDLLPBINT
ADETS;;x;x;;ALUIC001
ADETS;;x;;;AUAUDINVCE
ADETS;;x;;;ICON5
ADETS;;x;;;CLCPBVAL
ADETS;;x;;;ALVERPL
ADETS;;x;;;LLPACBAL
ADETS;;x;;;DULDINBKNL
ADETS;;x;;;GP-110-ACCBLK
ADETS;;x;;;AUBA1DEL
ADETS;;x;x;;ALDLLBOS
ADETS;;x;;;DGCAM
ADETS;;x;;;ALDLLCUSAC
ADETS;;x;x;;DUINVXBR
ADETS;;x;;;CCOMS
ADETS;;x;x;;AUSHFBAL
ADETS;;x;;;CUDLYABN
ADETS;;x;;;CUDLYABS
ADETS;;x;;;XGCAS
ADETS;;x;;;GP-072-BAL-CHECK
ADETS;;x;;;AULOCDET
ADETS;;x;;;ALDLCUSBAL
ADETS;;x;;;GI-127-REPO
